short,long,atr_len,allow_long,allow_short,n_trades,realized_return_pct,cagr,max_dd_pct,dd_multiple,calmar,sharpe_ann,profit_factor,win_rate_pct,avg_hold_hours,total_slip,avg_slip_pct,probe_fixed,probe_tp_pct,probe_sl_pct,probe_slip_pct,probe_tie,k,k_scale,train_bars,test_bars,train_start_dt,train_end_dt,test_start_dt,test_end_dt
50,336,50,True,False,12,5.586413586413745,0.12152476416748637,1.1301511895336238,0.011301511895336238,10.752965204384347,2.0283567885194453,3.3319432860717986,83.33333333333333,9.083333333333334,0.0,0.19999999999999998,True,1.0,1.0,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,True,False,11,4.788211788211884,0.10434524165584969,1.1387271708470597,0.011387271708470597,9.163322376705112,1.6040705417686851,2.998748957464611,81.81818181818181,8.363636363636363,0.0,0.19999999999999998,True,1.0,1.0,0.1,tp_first,734.7801796178094,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,2.7922077922079187,0.060182531909368286,1.1607531826322615,0.011607531826322615,5.184782847021038,0.40294782572188487,1.777036419238301,72.72727272727273,8.909090909090908,0.0,0.19999999999999998,True,1.0,1.0,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,300,50,True,False,11,2.792207792207864,0.05982445235849054,1.1607531826322794,0.011607531826322794,5.153933950267067,0.39611454776371796,1.777036419238284,72.72727272727273,8.090909090909092,0.0,0.19999999999999998,True,1.0,1.0,0.1,tp_first,791.0222214608456,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,True,False,11,10.277222777222851,0.2207678893981051,4.869682951596488,0.04869682951596488,4.533516690767888,1.592509439182797,2.271238801359297,72.72727272727273,35.72727272727273,0.0,0.19999999999999998,True,2.5,2.5,0.1,tp_first,734.7801796178094,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,300,50,True,False,11,10.277222777222796,0.2194157561347141,4.869682951596523,0.04869682951596523,4.505750339717265,1.5858571917198108,2.2712388013592872,72.72727272727273,34.27272727272727,0.0,0.19999999999999998,True,2.5,2.5,0.1,tp_first,791.0222214608456,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,True,False,11,7.782217782217886,0.1671238216321036,4.05946994182286,0.040594699418228596,4.1168877717335315,1.3998367955714037,2.181377009402506,72.72727272727273,25.72727272727273,0.0,0.19999999999999998,True,2.0,2.0,0.1,tp_first,734.7801796178094,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,300,50,True,False,11,7.782217782217904,0.1661109458029646,4.059469941822876,0.040594699418228755,4.091936833713164,1.393105565023024,2.181377009402511,72.72727272727273,27.454545454545453,0.0,0.19999999999999998,True,2.0,2.0,0.1,tp_first,791.0222214608456,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,True,False,11,5.287212787212848,0.11483012826891947,3.2110026703215784,0.032110026703215784,3.5761455239593234,1.0835459825895715,2.0386615641252286,72.72727272727273,11.818181818181818,0.0,0.19999999999999998,True,1.5,1.5,0.1,tp_first,734.7801796178094,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,300,50,True,False,11,5.287212787212775,0.11483012826891814,3.2110026703216143,0.032110026703216145,3.5761455239592417,1.0835459825895464,2.0386615641252086,72.72727272727273,14.818181818181818,0.0,0.19999999999999998,True,1.5,1.5,0.1,tp_first,791.0222214608456,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,7.582417582417619,0.15974978779934168,4.991211027847145,0.04991211027847145,3.200621791145674,0.9635650812860744,1.703429101019471,66.66666666666667,32.666666666666664,0.0,0.19999999999999998,True,2.5,2.5,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,336,50,True,False,12,7.582417582417619,0.15974978779934168,5.302406441577423,0.05302406441577423,3.0127790006195263,0.9635650812860685,1.7034291010194675,66.66666666666667,33.25,0.0,0.19999999999999998,True,2.5,2.5,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,1.5944055944057254,0.03393699135577499,1.1743848926500493,0.011743848926500492,2.8897673640193657,-0.17541474075029723,1.3327773144287174,66.66666666666667,10.583333333333334,0.0,0.19999999999999998,True,1.0,1.0,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,5.586413586413745,0.11862170920050752,4.14357350224331,0.0414357350224331,2.8627876188581265,0.7825327969801333,1.6360327570518887,66.66666666666667,23.333333333333332,0.0,0.19999999999999998,True,2.0,2.0,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,3.5904095904096907,0.07726262981205134,3.2633965454300666,0.03263396545430067,2.367552601606045,0.47604736634871647,1.5289961730939228,66.66666666666667,13.916666666666666,0.0,0.19999999999999998,True,1.5,1.5,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,336,50,True,False,12,3.590409590409672,0.07726262981205134,3.6476646108324595,0.036476646108324594,2.1181396333041347,0.4760473663487228,1.5289961730939272,66.66666666666667,11.583333333333334,0.0,0.19999999999999998,True,1.5,1.5,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,5.287212787212866,0.11077547565227319,5.477703996029913,0.054777039960299125,2.0222975854949476,0.5793479666726595,1.4905004633920393,63.63636363636363,34.18181818181818,0.0,0.19999999999999998,True,2.5,2.5,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,3.7902097902099197,0.07973417852681042,4.598538746236543,0.04598538746236543,1.7339025052700727,0.3959253021557884,1.4315286624203956,63.63636363636363,26.09090909090909,0.0,0.19999999999999998,True,2.0,2.0,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,2.293206793206864,0.048998885596232,3.6937414575540006,0.036937414575540006,1.3265380416928019,0.09275091816371726,1.3378716514571818,63.63636363636363,12.181818181818182,0.0,0.19999999999999998,True,1.5,1.5,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,336,50,True,False,12,1.5944055944057254,0.03315747868302599,5.0108008023452495,0.0501080080234525,0.6617201519467107,-0.09260140936976037,1.1452229299363195,58.333333333333336,23.0,0.0,0.19999999999999998,True,2.0,2.0,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
