short,long,atr_len,allow_long,allow_short,n_trades,realized_return_pct,cagr,max_dd_pct,dd_multiple,calmar,sharpe_ann,profit_factor,win_rate_pct,avg_hold_hours,total_slip,avg_slip_pct,probe_fixed,probe_tp_pct,probe_sl_pct,probe_slip_pct,probe_tie,k,k_scale,train_bars,test_bars,train_start_dt,train_end_dt,test_start_dt,test_end_dt
50,336,50,True,False,12,3.5904095904097266,0.07545232535650115,5.866700219960432,0.05866700219960432,1.2861118265390086,0.30475018886872274,1.3330861909175296,66.66666666666667,25.666666666666668,0.0,0.19999999999999998,True,2.0,2.5,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,2.293206793206955,0.047865482724445796,4.879120664482241,0.04879120664482241,0.981026828725195,0.06447795908872943,1.2702973211657502,54.54545454545455,24.72727272727273,0.0,0.19999999999999998,True,2.0,1.5,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,True,False,11,2.293206793206828,0.048998885596231556,5.123748741618669,0.05123748741618669,0.9563092974920561,0.07513683126978261,1.2836577077541018,72.72727272727273,14.818181818181818,0.0,0.19999999999999998,True,1.5,2.5,0.1,tp_first,734.7801796178094,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,300,50,True,False,11,2.293206793206773,0.048998885596230224,5.187724468847208,0.05187724468847209,0.9445159605232182,0.07513683126976367,1.2836577077540907,72.72727272727273,16.0,0.0,0.19999999999999998,True,1.5,2.5,0.1,tp_first,791.0222214608456,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,1.594405594405671,0.03393699135577366,4.227105980547214,0.04227105980547214,0.8028422166832069,-0.10023699471445865,1.1815286624203953,66.66666666666667,14.166666666666666,0.0,0.19999999999999998,True,1.5,2.0,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,336,50,True,False,12,1.5944055944057254,0.03315747868302599,5.0108008023452495,0.0501080080234525,0.6617201519467107,-0.09260140936976037,1.1452229299363195,58.333333333333336,23.0,0.0,0.19999999999999998,True,2.0,2.0,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
50,336,50,True,False,12,1.594405594405671,0.03393699135577366,5.15643105446113,0.0515643105446113,0.6581488435962464,-0.1002369947144613,1.1815286624203942,66.66666666666667,12.583333333333334,0.0,0.19999999999999998,True,1.5,2.0,0.1,tp_first,1228.7918481244737,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,1.7942057942059366,0.037351837878156546,6.070147353803377,0.06070147353803377,0.6153365923605294,-0.04809828234392786,1.166450417052838,63.63636363636363,27.0,0.0,0.19999999999999998,True,2.0,2.5,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,0.5964035964037065,0.012624734734830279,3.289575588599708,0.03289575588599708,0.38378004684197936,-0.45009474607817085,1.0905368516833693,75.0,12.333333333333334,0.0,0.19999999999999998,True,1.0,2.0,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,0.2972027972028445,0.006280806125294358,5.15643105446113,0.0515643105446113,0.12180529631750754,-0.44073791674282453,1.033837579617841,63.63636363636363,12.636363636363635,0.0,0.19999999999999998,True,1.5,2.0,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,-0.20179820179810123,-0.00427749756618967,2.7512832110758905,0.027512832110758903,-0.15547281897296764,-0.7175861290974932,0.9693660903852167,72.72727272727273,10.272727272727273,0.0,0.19999999999999998,True,1.0,2.0,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,-0.4015984015983303,-0.008454150297625973,5.381002062589202,0.05381002062589202,-0.1571110770687579,-0.5324502655118468,0.9627432808155784,66.66666666666667,15.0,0.0,0.19999999999999998,True,1.5,2.5,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,300,50,True,False,12,-0.9005994005992943,-0.018906158194619382,4.740260997521644,0.04740260997521644,-0.39884213558080683,-0.8008024146624422,0.8886005560704507,75.0,13.166666666666666,0.0,0.19999999999999998,True,1.0,2.5,0.1,tp_first,1075.1646395860841,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,-1.6988011988011384,-0.035504094585960155,6.615577864981402,0.06615577864981402,-0.5366741244766524,-0.8408545429227245,0.8424003707136293,63.63636363636363,13.545454545454545,0.0,0.19999999999999998,True,1.5,2.5,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
65,300,50,True,False,11,-1.698801198801084,-0.03570678392404325,4.029086117720993,0.04029086117720993,-0.8862253841384852,-1.037738687617311,0.7898671609515135,72.72727272727273,11.181818181818182,0.0,0.19999999999999998,True,1.0,2.5,0.1,tp_first,1195.8077199325644,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
