entry_ts,exit_ts,entry_price,exit_price,qty,pnl,return_pct,inventory_after,cash_after,inventory_delta,inventory_held_in_trade,entry_dt,exit_dt
1690380000.0,1690488000.0,29321.067401877095,29100.898877520805,0.34167545342041045,-75.22618038833797,-0.7508885039505581,0.0,9924.773819611662,0.34167545342041045,10018.288999306773,2023-07-26 10:00:00,2023-07-27 16:00:00
1690574400.0,1690711200.0,29383.255145853982,29145.90792270547,0.3382852083547499,-80.2910548352151,-0.8077635441354435,0.0,9844.482764776447,0.3382852083547499,9939.920589155992,2023-07-28 16:00:00,2023-07-30 06:00:00
1690725600.0,1690743600.0,29504.964978933716,29117.66957592805,0.3349396571621974,-129.72058950321355,-1.3126448490353861,0.0,9714.762175273232,0.3349396571621974,9882.382854626701,2023-07-30 10:00:00,2023-07-30 15:00:00
1690761600.0,1690826400.0,29523.296339962082,29152.06661099181,0.32974386862578237,-122.41072697955845,-1.2574128738727068,0.0,9592.558736196823,0.32974386862578237,9735.125949724497,2023-07-30 20:00:00,2023-07-31 14:00:00
1690934400.0,1690981200.0,29843.75090103405,29392.376249506055,0.3216601531215958,-145.18923952570225,-1.5124595196656623,0.0,9447.369496671121,0.3216601531215958,9599.545484549375,2023-08-01 20:00:00,2023-08-02 09:00:00
1691377200.0,1691413200.0,29232.740968262468,28970.47306976267,0.32395420229598737,-84.96278784634715,-0.8971717663579291,0.0,9362.406708824774,0.32395420229598737,9470.069281298696,2023-08-06 23:00:00,2023-08-07 09:00:00
1691445600.0,1691683200.0,29214.814232260203,29393.259212779805,0.3208371528781486,57.25177949530574,0.610803064161043,0.0,9419.65848832008,0.3208371528781486,9373.197820142379,2023-08-07 18:00:00,2023-08-10 12:00:00
1692021600.0,1692075600.0,29575.43351174013,29328.089022616314,0.31894286206812755,-78.88875927792928,-0.836317374775362,0.0,9340.769729042151,0.31894286206812755,9432.87341114001,2023-08-14 10:00:00,2023-08-15 01:00:00
1692806400.0,1692910800.0,26419.093578831664,26062.30051429955,0.3538706519564385,-126.2585943595148,-1.3505121342164246,0.0,9214.511134682636,0.3538706519564385,9348.94186883932,2023-08-23 12:00:00,2023-08-24 17:00:00
1693148400.0,1693191600.0,26211.184928474195,25937.508599636465,0.35274704167469506,-96.53851537390018,-1.0441203996864132,0.0,9117.972619308735,0.35274704167469506,9245.917942307626,2023-08-27 11:00:00,2023-08-27 23:00:00
1693238400.0,1693256400.0,26197.33833613004,25936.48206090404,0.34872071430626383,-90.96598662808222,-0.9957357952897095,0.0,9027.006632680652,0.34872071430626383,9135.554537498138,2023-08-28 12:00:00,2023-08-28 17:00:00
1693263600.0,1693296000.0,26164.01145372332,25912.94794702093,0.3455974974226896,-86.76691961051078,-0.9595757406942365,0.0,8940.239713070141,0.3455974974226896,9042.216880945365,2023-08-28 19:00:00,2023-08-29 04:00:00
1693317600.0,1693501200.0,27515.006075079214,26305.624826736243,0.3251938730268424,-393.2833721146886,-4.39535155850221,0.0,8546.956340955452,0.3251938730268424,8947.711391912108,2023-08-29 10:00:00,2023-08-31 13:00:00
1694106000.0,1694224800.0,25975.123783017374,25852.741572754006,0.3296015199059762,-40.33736251225872,-0.4711515959873174,0.0,8506.618978443194,0.3296015199059762,8561.440278628397,2023-09-07 13:00:00,2023-09-08 22:00:00
1694516400.0,1694998800.0,26114.14339616314,26390.47557265375,0.3259367116675087,90.06680093327522,1.0581705564625603,0.0,8596.68577937647,0.3259367116675087,8511.558026559202,2023-09-12 07:00:00,2023-09-17 21:00:00
1695002400.0,1695286800.0,26726.953114131295,26717.729572490465,0.32241859840020487,-2.973841368122126,-0.03451026236115409,0.0,8593.711938008348,0.32241859840020487,8617.266762566203,2023-09-17 22:00:00,2023-09-21 05:00:00
1695812400.0,1696345200.0,26804.889269825493,27320.19763502326,0.3210598220179681,165.4448120147657,1.9224416859571059,0.0,8759.156750023112,0.3210598220179681,8605.972978181517,2023-09-27 07:00:00,2023-10-03 11:00:00
