short,long,atr_len,stop_atr,take_profit_r1,take_profit_frac1,breakeven_r,take_profit_r,giveback_k,prefer_giveback,allow_long,allow_short,n_trades,realized_return_pct,cagr,max_dd_pct,dd_multiple,calmar,sharpe_ann,profit_factor,win_rate_pct,avg_hold_hours,total_slip,avg_slip_pct,k,k_scale,train_bars,test_bars,train_start_dt,train_end_dt,test_start_dt,test_end_dt
58,336,50,2.75,1.0,0.7,1.0,2.25,4.5,False,True,False,11,6.545413976045365,0.14052114104100055,2.288130244494424,0.02288130244494424,6.141308668032118,1.6806092921938893,2.2072282186159073,72.72727272727273,36.45454545454546,460.77213012731966,0.17791611485077857,718.9921134772544,0.9,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.6,1.0,2.25,4.5,False,True,False,11,6.490501318907373,0.13930242918288993,2.30107372707873,0.0230107372707873,6.053801212173146,1.613392857200819,2.1889009415765086,72.72727272727273,36.45454545454546,456.51875308699505,0.18176334158905091,734.7801796178094,0.9,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.7,1.0,2.0,4.5,False,True,False,11,6.258759044929447,0.13416665537814398,2.271162590241504,0.02271162590241504,5.907399846872142,1.654981495690824,2.165283015414535,72.72727272727273,36.27272727272727,446.6268715297775,0.1730185496247313,699.908921510244,0.9,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.6,1.0,2.0,4.5,False,True,False,11,6.080122704699661,0.1302159925746047,2.2813661917097083,0.022813661917097085,5.707807586866089,1.5749091925118233,2.1265964182603665,72.72727272727273,36.27272727272727,440.57636598228834,0.1761607205407965,713.1843191140326,0.9,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.7,1.0,2.25,4.5,False,True,False,11,6.04292385578281,0.129394212976909,2.349782196452908,0.02349782196452908,5.5066470914723435,1.5519295940306501,2.0902556467737448,72.72727272727273,36.45454545454546,509.57625671441883,0.1972279191542912,718.9921134772544,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.6,1.0,2.25,4.5,False,True,False,11,5.993338307103549,0.12829927344986203,2.364131455212899,0.02364131455212899,5.426909454081444,1.4906022941213406,2.0733882527968253,72.72727272727273,36.45454545454546,504.89376673043967,0.20149598852747186,734.7801796178094,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.7,1.0,2.0,4.5,False,True,False,11,5.771432176531234,0.12340591770757348,2.3310767569998654,0.023310767569998656,5.293944840597996,1.5263406072470962,2.051616560919358,72.72727272727273,36.27272727272727,493.9979446733237,0.19181108005462508,699.908921510244,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.6,1.0,2.0,4.5,False,True,False,11,5.6001226637841315,0.1196358237295907,2.3424019335749646,0.023424019335749648,5.1073994609884465,1.4512126382841224,2.0150963322109847,72.72727272727273,36.27272727272727,487.33350941110547,0.19529906679745207,713.1843191140326,1.0,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.7,1.0,2.25,4.5,False,True,False,11,5.545054198341568,0.11842529830246784,2.4109306226711547,0.024109306226711546,4.912016015262202,1.424756228120643,1.9793060943308716,72.72727272727273,36.45454545454546,557.9258291527132,0.21645144312961334,718.9921134772544,1.1,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.6,1.0,2.25,4.5,False,True,False,11,5.500708439140962,0.11745097430270279,2.4266792836738253,0.024266792836738254,4.839987512684004,1.3692173815625284,1.9639162343080308,72.72727272727273,36.45454545454546,552.8223018834725,0.22113905889143226,734.7801796178094,1.1,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.7,1.0,2.0,4.5,False,True,False,11,5.288463066292934,0.11279380337878742,2.3905149968045993,0.023905149968045995,4.718389281370703,1.3991946789671532,1.9436769320337455,72.72727272727273,36.27272727272727,540.9401755549572,0.2105200634802067,699.908921510244,1.1,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
58,336,50,2.75,1.0,0.6,1.0,2.0,4.5,False,True,False,11,5.124364665743851,0.10919999527454416,2.402959186051028,0.02402959186051028,4.544396588524714,1.3289314938348273,1.9092855244557494,72.72727272727273,36.27272727272727,533.6726707324462,0.2143532014321485,713.1843191140326,1.1,12264,5256,2023-07-25 20:00:00,2024-12-17 19:00:00,2024-12-17 20:00:00,2025-07-24 19:00:00
