entry_ts,exit_ts,entry_price,exit_price,exit_price_vwap,qty,pnl,return_pct,inventory_after,cash_after,trade_volume,slippage_cost,slippage_pct,holding_time_s,exit_reason,trade_type,quantity_effect_cost,total_effect_cost,entry_dt,exit_dt
1693368000.0,1693494000.0,27486.48439718367,26807.960312063795,26807.960312063795,0.3638151702305233,-246.85735553339873,-2.4685735553339874,0.0,9753.142644466601,10000.0,57.313289994996836,0.2910417130256582,126000.0,stop_loss,long,-0.30033922784242345,57.012950767154415,2023-08-30 04:00:00,2023-08-31 15:00:00
1694649600.0,1694844000.0,26626.51602065115,26425.956604909705,26555.92529290451,0.3662943599869469,-25.856985440967037,-0.2651143983384358,0.0,9727.285659025634,9753.142644466601,57.867449560227854,0.26540136093677524,194400.0,breakeven,long,0.12614457163643344,57.993594131864285,2023-09-14 00:00:00,2023-09-16 06:00:00
1695920400.0,1696215600.0,27244.03496264906,28071.464561293356,27995.395598536106,0.3570427681641694,268.2678813267012,2.7578904406676297,0.0,9995.553540352335,9727.285659025634,53.554402971914065,0.2600480958118675,295200.0,take_profit,long,0.9941957841774127,54.54859875609148,2023-09-28 17:00:00,2023-10-02 03:00:00
1697454000.0,1697479200.0,27843.308181750956,28527.958798734566,28185.49095080418,0.358993028957084,122.84122871933869,1.228958738737431,0.0,10118.394769071674,9995.553540352335,45.885494890491366,0.19345664178831806,25200.0,take_profit,long,0.5697766628085924,46.45527155329996,2023-10-16 11:00:00,2023-10-16 18:00:00
1702947600.0,1702994400.0,43388.13118209262,42288.306912514985,42288.306912514985,0.23320651278126014,-256.4861825803964,-2.5348505215904726,0.0,9861.908586491278,10118.394769071674,35.41573672427374,0.17733548408229716,46800.0,stop_loss,long,-0.3732969518325914,35.04243977244115,2023-12-19 01:00:00,2023-12-19 14:00:00
1703692800.0,1703743200.0,43175.5912882974,42989.67247440654,43192.44925619493,0.22841397864455687,3.8505955193377304,0.03904513498139934,0.0,9865.759182010615,9861.908586491278,31.85850383206055,0.1433718337474706,50400.0,breakeven,long,0.07731690318923005,31.93582073524978,2023-12-27 16:00:00,2023-12-28 06:00:00
1704146400.0,1704160800.0,43664.16819054798,45332.83003524192,44724.44085421202,0.22594634435624644,239.5647323757512,2.428244273512954,0.0,10105.323914386367,9865.759182010615,42.715684287116254,0.18458806494215202,14400.0,take_profit,long,0.8705001905574559,43.58618447767371,2024-01-01 22:00:00,2024-01-02 02:00:00
1706418000.0,1706464800.0,42725.03465189451,41842.32206582089,41842.32206582089,0.2365199700063503,-208.7791543823605,-2.0660312935158234,0.0,9896.544760004006,10105.323914386367,69.05025170170788,0.3450967754839718,46800.0,stop_loss,long,-0.5337845361065339,68.51646716560134,2024-01-28 05:00:00,2024-01-28 18:00:00
1711375200.0,1711551600.0,69453.60064455701,68837.91770566106,69479.53006310924,0.14249145714779562,3.69472063250214,0.03733344032792152,0.0,9900.239480636508,9896.544760004006,15.829458825888112,0.06998719925386623,176400.0,breakeven,long,0.021503539374572625,15.850962365262685,2024-03-25 14:00:00,2024-03-27 15:00:00
1712451600.0,1712646000.0,69707.62155998938,70347.74817114555,70172.50717072123,0.1420252084216717,66.02547575642711,0.6669078650628983,0.0,9966.264956392935,9900.239480636508,31.594841126167005,0.13322018284422182,194400.0,giveback,long,0.23298550263996817,31.827826628806974,2024-04-07 01:00:00,2024-04-09 07:00:00
1713823200.0,1713963600.0,67140.22577667871,65900.16515087959,65900.16515087959,0.14843955082222463,-184.07404228594896,-1.8469711882170388,0.0,9782.190914106986,9966.264956392935,39.64532812694014,0.20093191870614313,140400.0,stop_loss,long,-0.24188346271901973,39.40344466422113,2024-04-22 22:00:00,2024-04-24 13:00:00
1714896000.0,1714996800.0,63816.67807419139,63536.7479201998,63781.834153732416,0.1532858056750384,-5.341078420431586,-0.05460002229898384,0.0,9776.849835686555,9782.190914106986,34.30519783175683,0.1561909274699384,100800.0,breakeven,long,0.0676372666759683,34.372835098432795,2024-05-05 08:00:00,2024-05-06 12:00:00
1715785200.0,1716145200.0,64820.593237507084,65935.0842849843,65803.6055510817,0.1508293791737374,148.2671369765976,1.5165123681802557,0.0,9925.116972663152,9776.849835686555,25.26734279105648,0.12201321686979479,360000.0,giveback,long,0.2560000894138812,25.52334288047036,2024-05-15 15:00:00,2024-05-19 19:00:00
1720954800.0,1721030400.0,60269.224166558386,62812.286522019465,62006.3239615639,0.1646796870196034,286.0650505633257,2.8822335429520627,0.0,10211.182023226478,9925.116972663152,39.811348095416164,0.1713515877745227,75600.0,take_profit,long,0.9224672369946745,40.73381533241084,2024-07-14 11:00:00,2024-07-15 08:00:00
1724158800.0,1724162400.0,61029.704397308524,59341.57249756413,59341.57249756412,0.1673149513677933,-282.44970670815565,-2.7660823797449905,0.0,9928.732316518322,10211.182023226478,43.15753641145065,0.21417730109496436,3600.0,stop_loss,long,-0.5411873879152116,42.61634902353544,2024-08-20 13:00:00,2024-08-20 14:00:00
1724270400.0,1724706000.0,61363.37350272372,63070.38061522134,62364.985535746324,0.1618022567823397,162.06308736340543,1.6322636384685574,0.0,10090.795403881728,9928.732316518322,33.377858603983086,0.15351745705525222,435600.0,giveback,long,0.40652553830267735,33.78438414228576,2024-08-21 20:00:00,2024-08-26 21:00:00
1726142400.0,1726434000.0,57803.36364332354,59480.17033297252,58742.87211114392,0.17457107628108154,164.01100440259506,1.6253525895441632,0.0,10254.806408284323,10090.795403881728,39.76232151878607,0.19512604091575697,291600.0,giveback,long,0.39490352228584,40.157225041071904,2024-09-12 12:00:00,2024-09-15 21:00:00
1728284400.0,1728295200.0,63790.99336329558,62669.20431706223,62669.204317062235,0.16075633671170875,-180.33469763579524,-1.7585382937128122,0.0,10074.471710648528,10254.806408284323,77.36865640857971,0.3805506357264343,10800.0,stop_loss,long,-0.4197657114641063,76.9488906971156,2024-10-07 07:00:00,2024-10-07 10:00:00
1728752400.0,1728828000.0,63329.11647868384,61913.88772163523,61913.88772163522,0.15908119788848668,-225.13628595752925,-2.234720513628168,0.0,9849.335424690998,10074.471710648528,89.30162351648524,0.4484410132311101,75600.0,stop_loss,long,-0.4857199336744747,88.81590358281076,2024-10-12 17:00:00,2024-10-13 14:00:00
1730829600.0,1730862000.0,70332.82696800747,74318.10545563078,72683.67981768755,0.1400389526383064,329.21097087597445,3.3424688740997235,0.0,10178.546395566973,9849.335424690998,19.807410589712394,0.08438562426348697,32400.0,take_profit,long,0.5110636087062452,20.318474198418638,2024-11-05 18:00:00,2024-11-06 03:00:00
1735912800.0,1736175600.0,97241.15078741504,102056.3288678675,99730.83544964304,0.10467324083626828,260.6033622557552,2.560320031249795,0.0,10439.149757822728,10178.546395566973,34.43282129498458,0.14690554117365862,262800.0,take_profit,long,0.6846774947819968,35.11749878976657,2025-01-03 14:00:00,2025-01-06 15:00:00
1736924400.0,1737036000.0,97427.82956937973,97556.87275294511,98225.56876231915,0.10714751425709286,85.47577154891769,0.8188001277102589,0.0,10524.625529371646,10439.149757822728,20.61044657945805,0.08799423003509332,111600.0,giveback,long,0.13789879776590763,20.748345377223956,2025-01-15 07:00:00,2025-01-16 14:00:00
1738054800.0,1738098000.0,103063.7566735956,100172.23629892689,100172.23629892689,0.10211761989913958,-295.27517855103724,-2.8055646989719176,0.0,10229.350350820609,10524.625529371646,27.524821527890786,0.13295386130725007,43200.0,stop_loss,long,-0.28026116139936086,27.244560366491427,2025-01-28 09:00:00,2025-01-28 21:00:00
1738177200.0,1738346400.0,103751.15125591146,102532.82875530596,103325.0241367562,0.09859505390536828,-42.01402628365213,-0.41072037659050087,0.0,10187.336324536956,10229.350350820609,24.91961583753881,0.10901443456342215,169200.0,breakeven,long,-0.027586532621869393,24.892029304916942,2025-01-29 19:00:00,2025-01-31 18:00:00
1740110400.0,1740150000.0,98420.5705832529,98026.89219394936,98269.18089613706,0.10350820224029893,-15.670074351082803,-0.15381915205194774,0.0,10171.666250185874,10187.336324536956,31.611372578111666,0.1337017633324315,39600.0,breakeven,long,0.035153929476545824,31.646526507588213,2025-02-21 04:00:00,2025-02-21 15:00:00
1742461200.0,1742486400.0,85995.4526999153,83689.63465041047,83689.63465041047,0.11828144315584133,-272.7354865502184,-2.681325555144267,0.0,9898.930763635655,10171.666250185874,27.269556012195054,0.13585136177568513,25200.0,stop_loss,long,-0.33777702028871187,26.93177899190634,2025-03-20 09:00:00,2025-03-20 16:00:00
1742756400.0,1742788800.0,85473.18580001961,86701.34484244959,85923.37350876577,0.11581328893948147,52.137719190022835,0.5267005137721947,0.0,9951.068482825678,9898.930763635655,74.13698413936099,0.31934714382020335,32400.0,take_profit,long,0.6862435708392837,74.82322771020027,2025-03-23 19:00:00,2025-03-24 04:00:00
1743620400.0,1743627600.0,87030.99641503712,84760.25701931833,84760.25701931833,0.11433936060401513,-259.63489060483516,-2.6091157050414546,0.0,9691.433592220843,9951.068482825678,25.92180734940908,0.13176949389345216,7200.0,stop_loss,long,-0.35225425485594575,25.569553094553132,2025-04-02 19:00:00,2025-04-02 21:00:00
1744437600.0,1744574400.0,83675.41995247843,83429.86020148527,83908.31299144629,0.11582175025503157,26.974079395469744,0.27832909485260676,0.0,9718.407671616313,9691.433592220843,20.709156075776388,0.09928380023980221,136800.0,breakeven,long,0.061624340740834026,20.770780416517223,2025-04-12 06:00:00,2025-04-13 20:00:00
1749412800.0,1749445200.0,106596.59418712257,105021.1787591434,105021.1787591434,0.09116996415998391,-143.6305681059457,-1.4779228548462184,0.0,9574.777103510367,9718.407671616313,73.56189215079067,0.3812970954625572,32400.0,stop_loss,long,-0.2963440181600054,73.26554813263067,2025-06-08 20:00:00,2025-06-09 05:00:00
1750096800.0,1750111200.0,108511.82755833406,107585.36666731445,108057.92713990748,0.08823717486799432,-40.050890593362055,-0.4182958011490245,0.0,9534.726212917005,9574.777103510367,32.99588727679189,0.15154582207856554,14400.0,breakeven,long,-0.016674799915401724,32.97921247687649,2025-06-16 18:00:00,2025-06-16 22:00:00
1750824000.0,1751223600.0,106429.06960502396,107117.62732174955,107054.67349106359,0.08958761218435869,56.046358323545064,0.5878129803834035,0.0,9590.77257124055,9534.726212917005,39.73086198663033,0.20434813269098648,399600.0,giveback,long,0.20879337005767556,39.93965535668801,2025-06-25 04:00:00,2025-06-29 19:00:00
